"WO No.","Part Name","Part Drg No.","Req. Qty","Type","BOM Upload Dt","Design Eng","Approved By","Dwg Rls Dt"
"AL1436.05","02-086-R1-ACTUATOR PULLEY","AL1436.05-02-086-R1-ACTUATOR PULLEY","4","","12-07-2022","Dayanand","PPRAJ","2022-07-12"
"AL1436.05","02-190-00-ANODE HOLDER BLOCK","AL1436.05-02-190-00-ANODE HOLDER BLOCK","15","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-87-00-MOTOR HSG COVER","AL1436.05-03-87-00-MOTOR HSG COVER","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","01-021-00-TRANSFORMER BOTTOM PLT","AL1436.05-01-021-00-TRANSFORMER BOTTOM PLT","2","","14-09-2021","Kiran","PPRAJ","2021-09-14"
"AL1436.05","01-165-00-AIR BLOWER MTG BLOCK","AL1436.05-01-165-00-AIR BLOWER MTG BLOCK","6","","05-02-2022","Dayanand","PPRAJ","2022-02-05"
"AL1436.05","02-066-00-LM BLOCK COVER SHEET","AL1436.05-02-066-00-LM BLOCK COVER SHEET","2","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-19-00-ADJUSTABLE DRIVING GEAR","AL1436.05-03-19-00-ADJUSTABLE DRIVING GEAR","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","02-490-00-MOTOR MTG PLATE","AL1436.05-02-490-00-MOTOR MTG PLATE","2","","05-01-2022","Dayanand","PPRAJ","2022-01-05"
"AL1436.05","02-350-00-STOPPER PLATE","AL1436.05-02-350-00-STOPPER PLATE","12","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","05-062-00-GRIPPER","AL1436.05-05-062-00-GRIPPER","28","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","06-130-00-SETTING MANDRAL","AL1436.05-06-130-00-SETTING MANDRAL","1","","30-12-2021","Dayanand","PPRAJ","2021-12-30"
"AL1436.05","06-060-00-BOTTOM PLATE","AL1436.05-06-060-00-BOTTOM PLATE","7","","16-11-2021","Dayanand","PPRAJ","2021-11-16"
"AL1436.05","02-030-00-COUPLER HOLDER","AL1436.05-02-030-00-COUPLER HOLDER","12","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","05-230-00-SHAFT SPACER","AL1436.05-05-230-00-SHAFT SPACER","1","","10-12-2021","Dayanand","PPRAJ","2021-12-10"
"AL1436.05","02-100-00-GUIDE BLOCK","AL1436.05-02-100-00-GUIDE BLOCK","24","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-16-00-FIXED DRIVING GEAR","AL1436.05-03-16-00-FIXED DRIVING GEAR","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","03-210-00-AIR BLOWER CLAMP","AL1436.05-03-210-00-AIR BLOWER CLAMP","1","","08-11-2021","Kiran","PPRAJ","2021-11-08"
"AL1436.05","02-72-00-WIPER SHEET","AL1436.05-02-72-00-WIPER SHEET","2","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","05-070-00-GRIPPER PAD","AL1436.05-05-070-00-GRIPPER PAD","18","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","03-280-00-PROXIMITY SENSOR PLATE","AL1436.05-03-280-00-PROXIMITY SENSOR PLATE","1","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"AL1436.05","06-030-00-PAWL RETAINER PLATE","AL1436.05-06-030-00-PAWL RETAINER PLATE","7","","16-11-2021","Dayanand","PPRAJ","2021-11-16"
"AL1436.05","05-190-00-SPACER PLATE","AL1436.05-05-190-00-SPACER PLATE","12","","10-12-2021","Dayanand","PPRAJ","2021-12-10"
"AL1436.05","03-310-00-THREAD ROD MTG PLATE","AL1436.05-03-310-00-THREAD ROD MTG PLATE","1","","22-06-2022","Dayanand","PPRAJ","2022-06-22"
"AL1436.05","02-230-00-CLAMPING BUSH BOTTOM","AL1436.05-02-230-00-CLAMPING BUSH BOTTOM","48","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","02-570-00-SLIT BUSH","AL1436.05-02-570-00-SLIT BUSH","2","","29-06-2022","Dayanand","PPRAJ","2022-06-29"
"AL1436.05","03-10-00-HALLOW CYL PISTON","AL1436.05-03-10-00-HALLOW CYL PISTON","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","02-451-00-ELECTRICAL BUS BAR LH","AL1436.05-02-451-00-ELECTRICAL BUS BAR LH","6","","18-09-2021","Dayanand","PPRAJ","2021-09-18"
"AL1436.05","02-020-00-CYLINDER MTG PLATE LH & RH","AL1436.05-02-020-00-CYLINDER MTG PLATE LH & RH","12","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-170-00-FRONT FACE COVER","AL1436.05-03-170-00-FRONT FACE COVER","1","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","04-33-00-SENSOR MTG PLATE","AL1436.05-04-33-00-SENSOR MTG PLATE","40","","28-12-2021","Dayanand","PPRAJ","2021-12-28"
"AL1436.05","08-010-00-SENSOR HOLDER ROD","AL1436.05-08-010-00-SENSOR HOLDER ROD","20","","16-11-2021","Dayanand","PPRAJ","2021-11-16"
"AL1436.05","02-050-00-CYLINDER COUPLER","AL1436.05-02-050-00-CYLINDER COUPLER","12","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-07-00-INEXER SLIDE SHAFT SPACER","AL1436.05-03-07-00-INEXER SLIDE SHAFT SPACER","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","02-520-00-CLAMP PLATE","AL1436.05-02-520-00-CLAMP PLATE","24","","20-12-2021","Dayanand","PPRAJ","2021-12-20"
"AL1436.05","02-230-R1-CLAMPING BUSH BOTTOM","AL1436.05-02-230-R1-CLAMPING BUSH BOTTOM","4","","11-12-2021","Dayanand","PPRAJ","2021-12-11"
"AL1436.05","02-260-00-CATHODE ROD","AL1436.05-02-260-00","5","","25-09-2021","Dayanand","PPRAJ","2021-09-25"
"AL1436.05","02-290-00-ANODE PLATE","AL1436.05-02-290-00-ANODE PLATE","17","","18-09-2021","Dayanand","PPRAJ","2021-09-18"
"AL1436.05","02-320-00-CYLINDER COUPLER","AL1436.05-02-320-00-CYLINDER COUPLER","12","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-140-00-CYLINDER COUPLER","AL1436.05-03-140-00-CYLINDER COUPLER","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","02-400-00-HAND KNOB","AL1436.05-02-400-00-HAND KNOB","24","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-04-00-COLLET SLEEVE","AL1436.05-03-04-00-COLLET SLEEVE","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","01-120-00-BUS BAR SUPPORT","AL1436.05-01-120-00-BUS BAR SUPPORT","24","","18-09-2021","Dayanand","PPRAJ","2021-09-18"
"AL1436.05","02-160-00-SHOULDER BUSH","AL1436.05-02-160-00-SHOULDER BUSH","60","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-110-00-LM BLOCK MTG PLATE","AL1436.05-03-110-00-LM BLOCK MTG PLATE","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","02-540-00-BELT SAFTY COVER","AL1436.05-02-540-00-BELT SAFTY COVER","2","","05-01-2022","Dayanand","PPRAJ","2022-01-05"
"AL1436.05","02-500-00-SCREW SLOT WASHER","AL1436.05-02-500-00-SCREW SLOT WASHER","75","","15-12-2021","Dayanand","PPRAJ","2021-12-15"
"AL1436.05","06-08-00-PAWL HOLDER","AL1436.05-06-08-00-PAWL HOLDER","7","","16-11-2021","Dayanand","PPRAJ","2021-11-16"
"AL1436.05","02-200-00-ADJUSTABLE ANODE HOLDER CLAMP","AL1436.05-02-200-00-ADJUSTABLE ANODE HOLDER CLAMP","24","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-96-00-COLLET","AL1436.05-03-96-00-COLLET","12","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","01-166-00-CONTROLER CLAMP","AL1436.05-01-166-00-CONTROLER CLAMP","4","","14-06-2022","Dayanand","PPRAJ","2022-06-14"
"AL1436.05","01-040-00-CABINET MOUNTING BRACKET","AL1436.05-01-040-00-CABINET MOUNTING BRACKET","12","","14-09-2021","Kiran","PPRAJ","2021-09-14"
"AL1436.05","02-140-00-RETAINER WASHER","AL1436.05-02-140-00-RETAINER WASHER","24","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","03-43-00-CYLINDER PISTON GUIDE BUSH","AL1436.05-03-43-00-CYLINDER PISTON GUIDE BUSH","6","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","02-511-00-FIXED SERVO MTG PLATE","AL1436.05-02-511-00-FIXED SERVO MTG PLATE","2","","05-01-2022","Dayanand","PPRAJ","2022-01-05"
"AL1436.05","02-380-00-SPRING GUIDE BUSH","AL1436.05-02-380-00-SPRING GUIDE BUSH","24","","30-08-2021","Dayanand","PPRAJ","2021-08-30"
"AL1436.05","05-120-00-SUPPORT BLOCK","AL1436.05-05-120-00-SUPPORT BLOCK","14","","25-08-2021","Dayanand","PPRAJ","2021-08-25"
"AL1436.05","06-110-00-CLAMPING BLOCK","AL1436.05-06-110-00-CLAMPING BLOCK","28","","16-11-2021","Dayanand","PPRAJ","2021-11-16"
"AL1436.06","07-009-00 MALE ROLLER SPACER","AL1436.06-07-009-00","1","","18-06-2022","Amar","PPRAJ","2022-06-18"
"AL1436.06","01-107-R1 PLUNGER HSG","AL1436.06-01-107-R1","2","","19-03-2022","Amar","PPRAJ","2022-03-19"
"AL1436.06","07-004-00 GUIDE SPACER","AL1436.06-07-004-00","1","","12-03-2022","Amar","PPRAJ","2022-03-12"
"AL1436.06","07-020-R1-FEMALE ROLLER","AL1436.06-07-020-R1","1","","16-05-2022","Amar","PPRAJ","2022-05-16"
"AL1436.06","16-011-R1- U PROFILE GUIDE BOTTOM","AL1436.06-16-011-R1","3","","31-05-2022","Amar","PPRAJ","2022-05-31"
"AL1436.06","01-040-R1 COUPLER HOLDER","AL1436.06-01-040-R1","1","","10-05-2022","Amar","PPRAJ","2022-05-10"
"AL1436.06","20-101-00-COMPONENT STOPPER BEAM","AL1436.06-20-101-00","4","","11-07-2022","Amar","PPRAJ","2022-07-11"
"AL1436.06","07-180-00-CLAMP LOCK","AL1436.06-07-180-00","2","","11-07-2022","Amar","PPRAJ","2022-07-11"
"AL1436.06","10-030-00 CUTTER BLADE GUIDE-LH","AL1436.06-10-030-00","1","","04-06-2022","Amar","PPRAJ","2022-06-04"
"AL1436.06","07-020-R2-FEMALE ROLLER","AL1436.06-07-020-R2","1","","29-06-2022","Amar","PPRAJ","2022-06-29"
"AL1436.06","10-040-00 COUPLER HOLDER","AL1436.06-10-040-00","1","","04-06-2022","Amar","PPRAJ","2022-06-04"
"AL1436.06","07-030-R1-MALE ROLLER","AL1436.06-07-030-R1","1","","16-05-2022","Amar","PPRAJ","2022-05-16"
"AL1436.06","16-030-R1-PAPER GUIDE","AL1436.06-16-030-R1","3","","31-05-2022","Amar","PPRAJ","2022-05-31"
"AL1436.06","01-052-R1-COUPLER","AL1436.06-01-052-R1","1","","16-03-2022","Amar","PPRAJ","2022-03-19"
"AL1436.06","07-018-00 DRIVER GEAR","AL1436.06-07-018-00","2","","16-05-2022","Amar","PPRAJ","2022-05-16"
"AL1436.06","24-184-R1 WEDGE GUIDE","AL1436.06-07-184-R1","1","","11-07-2022","Amar","PPRAJ","2022-07-11"
"AL1436.06","15-161-00-MAIN CYL MTG PLATE","AL1436.06-15-161-00","1","","25-11-2021","Amar","PPRAJ","2021-11-25"
"AL1436.06","13-040-00 HEATER TOP COVER","AL1436.06-13-040-00","2","","30-11-2021","Amar","PPRAJ","2021-11-30"
"AL1436.06","10-108-00-COMPONENT STOPPER","AL1436.06-10-108-00","1","","04-06-2022","Amar","PPRAJ","2022-06-04"
"AL1436.06","07-003-00 FEMALE ROLLER SPACER","AL1436.06-07-003-00","1","","18-06-2022","Amar","PPRAJ","2022-06-18"
"AL1436.06","01-106-R1 GUIDE PLUNGER","AL1436.06-01-106-R1","2","","19-03-2022","Amar","PPRAJ","2022-03-19"
"AL1436.06","01-040-00 COUPLER HOLDER","AL1436.06-01-040-R1","1","","12-03-2022","Amar","PPRAJ","2022-03-12"
"AL1436.06","07-017-00 DRIVEN GEAR","AL1436.06-07-017-00","2","","16-05-2022","Amar","PPRAJ","2022-05-16"
"AL1436.06","07-012-00-INDEXER ROLLER ASSY MTG BRKT","AL1436.06-07-012-00","1","","28-09-2021","Nirmal","Chandru","2021-09-28"
"AL1436.06","10-109-00-COMPONENT STOPPER","AL1436.06-10-109-00","1","","11-07-2022","Amar","PPRAJ","2022-07-11"
"AL1436.06","20-240-00-GUIDE PLATE","AL1436.06-20-240-00","2","","25-11-2021","Amar","PPRAJ","2021-11-25"
"AL1436.06","01-140-00-PAWL","AL1436.06-01-140-00","2","","29-10-2021","Amar","PPRAJ","2021-10-29"
"AL1436.06","14-09-00-BASE GUIDE","AL1436.06-14-09-00","1","","30-11-2021","Amar","PPRAJ","2021-11-30"
"AL1436.06","01-061-00 CUTTING BLADE","AL1436.06-01-061-00","10","","04-06-2022","Amar","PPRAJ","2022-06-04"
"AL1436.06","07-030-R2-MALE ROLLER","AL1436.06-07-030-R2","1","","29-06-2022","Amar","PPRAJ","2022-06-29"
"AL1436.06","10-031-00 CUTTER BLADE GUIDE-RH","AL1436.06-10-031-00","1","","04-06-2022","Amar","PPRAJ","2022-06-04"
"AL1436.07","03-170-00-V BLOCK -RH","AL1436.07-03-170-00-V BLOCK -RH","2","","30-11-2021","Dayanand","PPRAJ","2021-11-30"
"AL1436.07","02-510-00-TOOL HOLDER","AL1436.07-02-510-00-TOOL HOLDER","2","","07-07-2022","Dayanand","PPRAJ","2022-07-07"
"AL1436.07","03-570-00-GUAGE SHEET","AL1436.07-03-570-00-GUAGE SHEET","2","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"AL1436.07","03-171-00-V BLOCK -LH","AL1436.07-03-171-00-V BLOCK -LH","2","","30-11-2021","Dayanand","PPRAJ","2021-11-30"
"AL1436.07","03-172-00-V BLOCK -RH","AL1436.07-03-172-00-V BLOCK -RH","2","","30-11-2021","Dayanand","PPRAJ","2021-11-30"
"AL1436.07","03-040-00-V BLOCK -LH","AL1436.07-03-040-00-V BLOCK -LH","2","","30-11-2021","Dayanand","PPRAJ","2021-11-30"
"AL1436.08","10-380-00-SUPPORT GUIDE PLATE","AL1436.08-10-380-00-SUPPORT GUIDE PLATE","2","","16-11-2021","Dayanand","PPRAJ","2021-11-16"
"AL1436.08","02-550-00- SPRING SUP STOPPER","AL1436.08-02-550-00- SPRING SUP STOPPER","2","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-520-00-CAM LIFTING","AL1436.08-02-520-00-CAM LIFTING","1","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-460-R1-TENSIONER COUPLER PLATE","AL1436.08-02-460-R1-TENSIONER COUPLER PLATE","1","","05-11-2021","Kiran","PPRAJ","2021-11-05"
"AL1436.08","02-500-00-LIFTING CAM HOLDER","AL1436.08-02-500-00-LIFTING CAM HOLDER","1","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-450-R1-TENSIONER COUPLER","AL1436.08-02-450-R1-TENSIONER COUPLER","1","","06-06-2022","Dayanand","PPRAJ","2022-06-06"
"AL1436.08","02-360-00-GEAR BOX SUPPORT PLATE","AL1436.05-02-360-00-GEAR BOX SUPPORT PLATE","1","","22-12-2021","Dayanand","PPRAJ","2021-12-22"
"AL1436.08","02-590-00-CAM TENSTIONER SPRING","AL1436.08-02-590-00-CAM TENSTIONER SPRING","4","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-530-00- GUIDE PLR MTG PLT","AL1436.08-02-530-00- GUIDE PLR MTG PLT","1","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-510-00-SPACER FOR LFT CAM","AL1436.08-02-510-00-SPACER FOR LFT CAM","1","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-510-R1-SPACER FOR LFT CAM","AL1436.08-02-510-R1-SPACER FOR LFT CAM","1","","06-06-2022","Dayanand","PPRAJ","2022-06-06"
"AL1436.08","02-600-00-SLIDE MOTOR CNT PLT","AL1436.08-02-600-00-SLIDE MOTOR CNT PLT","1","","03-11-2021","Kiran","PPRAJ","2021-11-03"
"AL1436.08","10-390-00-SUPPORT GUIDE PLATE","AL1436.08-10-390-00-SUPPORT GUIDE PLATE","2","","16-11-2021","Dayanand","PPRAJ","2021-11-16"
"AL1436.08","02-540-00- SPRING SUP SPACER","AL1436.08-02-540-00- SPRING SUP SPACER","2","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-490-00-DIA 16 GUIDE ROD","AL1436.08-02-490-00-DIA 16 GUIDE ROD","2","","31-10-2021","Kiran","PPRAJ","2021-10-31"
"AL1436.08","02-520-R1-CAM LIFTING","AL1436.08-02-520-R1-CAM LIFTING","1","","06-06-2022","Dayanand","PPRAJ","2022-06-06"
"AL1436.08","02-340-R1-OSCILATION DISC","AL1436.08-02-340-R1-OSCILATION DISC","1","","06-06-2022","Dayanand","PPRAJ","2022-06-06"
"AL1444.02","01-220-00-GUIDE PLATE 22 PAPER LH","AL1444.02-01-220-00","4","","20-04-2022","Amar","PPRAJ","2022-04-20"
"AL1444.02","01-210-R1-PAPER GUIDE STRIP","AL1444.02-01-210-R1","5","","21-01-2022","Amar","PPRAJ","2022-01-21"
"AL1444.02","02-070-00-PAPER SUPPORT CONVEAR","AL1444.02-02-070-00","6","","08-10-2021","Amar","PPRAJ","2021-10-08"
"AL1444.02","01-180-00-GUIDED COMPONENT HOLDER","AL1444.02-01-180-00","5","","07-10-2021","Nirmal","PPRAJ","2021-10-07"
"AL1444.02","01-221-00-GUIDE PLATE 22 PAPER","AL1444.02-01-221-00","4","","20-04-2022","Amar","PPRAJ","2022-04-20"
"AL1444.02","01-190-00-SINGLE BLOCK FEEDER PLATE","AL1444.02-01-190-00","10","","07-10-2021","Nirmal","PPRAJ","2021-10-07"
"AL1444.02","04-021-00-IND CYL MTG PLT","AL1444.02-04-021-00","1","","10-03-2022","Amar","PPRAJ","2022-03-10"
"AL1444.03","04-08-00-PAWL HOLDER","AL1444.03-04-08-00","3","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-39-00-PAWL HOLDER","AL1444.03-04-39-00","3","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","10-83-00-SETTING GAUGE BLOCK","AL1444.03-10-83-00","2","","12-05-2022","Amar","PPRAJ","2022-05-12"
"AL1444.03","04-03-00-HOOK HOLDER.","AL1444.03-04-03-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-32-00-HOOK HOLDER.","AL1444.03-04-32-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","10-32-00-SETTING GAUGE BLOCK FOR 152-SL","AL1444.03-10-32-00","2","","12-05-2022","Amar","PPRAJ","2022-05-12"
"AL1444.03","04-27-00-CENTRE BLOCK","AL1444.03-04-27-00","3","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-13-00-BALANCING PLATE","AL1444.03-04-13-00","12","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-10-00-HOOK GUDE MTG PLATE","AL1444.03-04-10-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-40-00-BALANCING WEDGE","AL1444.03-04-40-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-04-00-CENTRE BLOCK","AL1444.03-04-04-00","3","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-33-00-HOOK SPRING REATINER","AL1444.03-04-33-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","10-31-00-SETTING GAUGE BLOCK 162.3-SL","AL1444.03-10-31-00","2","","12-05-2022","Amar","PPRAJ","2022-05-12"
"AL1444.03","04-01-00-BACK PLATE","AL1444.03-04-01-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","01-120-00-GRIPPER WIRE MTG PLATE","W1444.03-01-120-00","5","","12-03-2022","Amar","PPRAJ","2022-03-12"
"AL1444.03","04-30-00-BACK PLATE","AL1444.03-04-30-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-14-00-HOOK SPRING REATINER","AL1444.03-04-14-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-11-00- BOTTOM TO TOP  HOOKING PLATE","AL1444.03-04-11-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-42-00- TOP TO BOTTOM  HOOKING PLATE","AL1444.03-04-42-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-06-00-CENTRE BLOCK","AL1444.03-04-06-00","3","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-35-00-HOOK GUDE MTG PLATE","AL1444.03-04-35-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","10-73-00-STOPPER","AL1444.03-10-73-00","2","","12-05-2022","Amar","PPRAJ","2022-05-12"
"AL1444.03","04-02-00-HOOK GUIDE PLATE","AL1444.03-04-02-00","12","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-31-00-HOOK GUIDE PLATE","AL1444.03-04-31-00","12","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-26-00-CENTRE BLOCK","AL1444.03-04-26-00","3","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.03","04-12-00-BALANCING WEDGE","AL1444.03-04-12-00","6","","25-10-2021","Amar","PPRAJ","2021-10-25"
"AL1444.05","06-200-00-PUSHER PAD","AL1444.05-06-200-00-PUSHER PAD","1","","28-06-2022","Dayanand","PPRAJ","2022-07-06"
"AL1444.05","04-31-00-SETTING GAUGE BLOCK 122-SL","AL1444.05-04-31-00-SETTING GAUGE BLOCK 122-SL","2","","27-06-2022","Dayanand","PPRAJ","2022-06-27"
"AL1444.05","06-220-00-STOPPER BUSH","AL1444.05-06-220-00-STOPPER BUSH","1","","06-07-2022","Dayanand","PPRAJ","2022-07-06"
"AL1444.05","03-96-00-COLLET","AL1444.05-03-96-00-COLLET","6","","09-03-2022","Dayanand","PPRAJ","2022-03-09"
"AL1444.05","06-210-00-GUAGE PLATE","AL1444.05-06-210-00-GUAGE PLATE","3","","28-06-2022","Dayanand","PPRAJ","2022-07-06"
"AL1444.05","06-230-00-GUIDE PLATE","AL1444.05-06-230-00-GUIDE PLATE","12","","13-07-2022","Dayanand","PPRAJ","2022-07-13"
"AL1444.05","06-010-00-V BLOCK","AL1444.05-06-010-00-V BLOCK","2","","11-01-2022","Dayanand","PPRAJ","2022-01-11"
"AL1444.05","06-130-00-SETTING MANDRAL","AL1444.05-06-130-00-SETTING MANDRAL","1","","04-04-2022","Dayanand","PPRAJ","2022-04-04"
"AL1444.05","06-120-R1-COMPONENT END STOPPER PLT","AL1444.05-06-120-R1-COMPONENT END STOPPER PLT","1","","28-06-2022","Dayanand","PPRAJ","2022-07-06"
"AL1444.08","04-011-00-FAN PUSHING CYL PLATE","AL1444.08-04-011-00","5","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","10-22-00-CONVER LOCKING PLT","AL1444.08-10-22-00","12","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","02-017-00-CRADLE CYL CONNECTOR","AL1444.08-02-017-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-013-00-TOP COMPONENT HOLDER","AL1444.08-03-013-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-038-00-DISPENSER COUPLER","AL1444.08-03-038-00","1","","11-06-2022","Nitish","PPRAJ","2022-06-11"
"AL1444.08","04-30-00-COVER FOR CYL","AL1444.08-04-30-00","3","","17-03-2022","Sunil","PPRAJ","2022-03-17"
"AL1444.08","04-26-00-SPR FOR  BTM BKT","AL1444.08-04-26-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","02-013-00-V BLOCK GUIDE PLATE","AL1444.08-02-013-00","6","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-010-00-CYLINDER HOLDER PLATE","AL1444.08-03-010-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-035-00-FAN DISPENSER BASE PLATE","AL1444.08-03-035-00","1","","11-06-2022","Nitish","PPRAJ","2022-06-11"
"AL1444.08","03-016-00-FAN SEPERATOR","AL1444.08-03-016-00","3","","10-01-2022","Sunil","PPRAJ","2022-01-10"
"AL1444.08","07-80-00-CYLINDER CPLR PLT","AL1444.08-07-80-00","3","","13-01-2022","Sunil","PPRAJ","2022-01-13"
"AL1444.08","04-23-00-BEARING SPACER","AL1444.08-04-23-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","02-010-00-CRADLE GUIDE ROD","AL1444.08-02-010-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","02-034-00-WALKING BEAM-FRONT  SIDE PLT","AL1444.08-02-034-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","04-33-00-FAN HOLDER","AL1444.08-04-33-00","2","","25-06-2022","Nitish","PPRAJ","2022-06-25"
"AL1444.08","03-27-00-STOPPER MTNG BKT","AL1444.08-03-27-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","07-50-00-ROD HOLDING PLATE","AL1444.08-07-50-00","3","","13-01-2022","Sunil","PPRAJ","2022-01-13"
"AL1444.08","04-020-00-COM SWING SUPPORT-LH","AL1444.08-04-020-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","07-30-00-COMP HOLDER","AL1444.08-07-30-00","3","","10-01-2022","Sunil","PPRAJ","2022-01-10"
"AL1444.08","02-025-00- CYLINER COUPLER","AL1444.08-02-025-00","6","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-23-00-5 GUID ROD","AL1444.08-03-23-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-054-00-GUIDE ROD BOLT","AL1444.08-03-054-00","4","","25-07-2022","Nitish","PPRAJ","2022-07-25"
"AL1444.08","04-017-00-BEARING MTG PLATE","AL1444.08-04-017-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-031-00-MULTI CYL MTG PLATE","AL1444.08-03-031-00","3","","29-01-2022","Sunil","PPRAJ","2022-01-29"
"AL1444.08","10-30-00-FIXED  BEAM SPACER PLT","AL1444.08-10-30-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","02-022-00-MAIN COUPLER","AL1444.08-02-022-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-20-00-PUSHER PLATE","AL1444.08-03-20-00","3","","28-12-2021","Sunil","PPRAJ","2022-01-10"
"AL1444.08","03-24-R1-TEN SPRING.","AL1444.08-03-24-R1","12","","23-07-2022","Nitish","PPRAJ","2022-07-23"
